"","TSE_code","year","company","market","TSE_name","TEJ_name2","TEJ_code2","TEJ_name1","TEJ_code1","BTE","CTP_GAAP","CTP_IFRS_CFI","CTP_IFRS_CFO","CTP_IFRS_CFF","PTEBX","EBIT","OERD","OEPRO","NetSales","employee","PB","FA","Land","LandR","GrossSales","TA","TL","INTAN","QUICK","InvIn","InvLoss","OUTINSTI","RELATIN","RELATOUT","FAMILY","FAMILY2"
"2736","M2328",2010,"6269 台郡","TSE","電子零組件","軟板","M23B2C","主機板","M23B",95111,49535,NA,-49535,NA,670911,678364,121809,61079,4552524,3159,3.53,948548,68099,0,4666774,4129638,1896575,55662,141.87,0,0,54.26,24,10,"M","專業經理人治理"
"2737","M2328",2010,"6274 台燿","OTC","電子零組件","銅箔基板","M23B3A","主機板","M23B",78587,34459,NA,-34459,NA,450666,490991,133164,566373,9975058,1951,0.88,3554352,23860,264664,10141117,8876483,4584765,132844,113.41,0,0,18.04,4,3,"F","單一家族主導"
"2738","M2328",2010,"6279 胡連","OTC","電子零組件","汽車組件","M15D","汽車組件","M15D",74832,38354,NA,-38354,NA,499848,503846,NA,NA,2307531,1004,2.8,838359,100183,79144,2316977,2759101,638153,31288,292.72,-624,0,38.61,38,39,"A","共治型態"
"2739","M2328",2010,"6282 康舒","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",210332,206632,NA,-206632,NA,1200383,1203357,879754,977904,22079478,9263,1.68,3102768,696920,0,22255303,14644379,7007373,201320,106.85,0,2211,51.46,6,7,"F","單一家族主導"
"2740","M2328",2010,"6284 佳邦","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",30533,7859,NA,-7859,NA,240535,241795,280763,132753,2197939,1754,0.95,1702945,195980,0,2237456,4273519,945185,29620,156.21,-3985,0,45.87,60,3,"A","共治型態"
"2741","M2328",2010,"6290 良維","OTC","電子零組件","連接器","M23D2","電子零組件","M23D",94342,149915,NA,-149915,NA,509774,510500,43893,423907,7461378,7590,1.97,637641,22374,9527,7480872,4330076,1408198,7755,169.89,-9310,0,13.32,59,6,"F","單一家族主導"
"2742","M2328",2010,"6292 迅德","OTC","電子零組件","電源供應器","M23D3","電子零組件","M23D",64700,29754,NA,-29754,NA,235020,236380,25649,132063,1553855,2030,1.81,142524,28781,0,1560624,1409933,497816,20443,175.96,0,6055,35.93,98,11,"F","單一家族主導"
"2743","M2328",2010,"8038 長園科","OTC","電子零組件","3C二次電池","M23D7","電子零組件","M23D",11372,0,NA,0,NA,-35920,-31711,20769,20332,183563,54,13.56,319416,0,0,183661,776631,304142,12275,171.45,0,16965,23.86,0,36,"F","單一家族主導"
"2744","M2328",2010,"8039 台虹","TSE","電子零組件","FCCL","M23B3C","主機板","M23B",229705,159948,NA,-159948,NA,1012714,1039941,82407,220508,6859536,732,2.6,1568532,100842,0,6984680,8126029,3514429,114318,198.74,0,16218,60.97,1,31,"M","專業經理人治理"
"2745","M2328",2010,"8042 金山電","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",77069,34373,NA,-34373,NA,583273,589156,35425,112469,3155902,1185,2.1,468001,15695,0,3202921,3435720,1036349,96138,303.62,0,0,54.09,64,18,"F","單一家族主導"
"2746","M2328",2010,"8043 蜜望實","OTC","電子零組件","零組件代理","M23T2","資訊通路","M23T",58177,65431,NA,-65431,NA,227913,227913,0,118087,5067260,84,0.99,136011,67997,0,5083040,3050490,1117304,2144,219.58,0,0,33.69,99,72,"M","專業經理人治理"
"2747","M2328",2010,"8046 南電","TSE","電子零組件","IC載板","M23B2A","主機板","M23B",361086,627648,NA,-627648,NA,2419978,2465106,0,934253,36462097,12785,2.06,19048872,0,0,36835019,42404859,9588360,110726,230.36,-51772,0,91.72,52,2,"F","單一家族主導"
"2748","M2328",2010,"8071 能率豐","OTC","電子零組件","沖壓零組件","M23D9A","電子零組件","M23D",12671,24772,NA,-24772,NA,46390,53963,2363,53792,1511608,826,1.93,374940,59891,0,1511608,1193148,584813,0,102.33,0,0,49.23,0,6,"F","單一家族主導"
"2749","M2328",2010,"8074 鉅橡","OTC","電子零組件","PCB上-其他","M23B3X","主機板","M23B",9305,16551,NA,-16551,NA,67013,74862,9010,62183,1219344,310,1.24,645667,174596,0,1221135,1482619,782430,21945,92.5,0,0,17.53,0,23,"M","專業經理人治理"
"2750","M2328",2010,"8080 奧斯特","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",-1398,159,NA,-159,NA,831,2775,13457,39917,1086284,81,0.99,131638,50850,0,1093356,923465,337641,13232,224.34,-5220,0,13.34,9,7,"A","共治型態"
"2751","M2328",2010,"8091 翔名","OTC","電子零組件","零組件代理","M23T2","資訊通路","M23T",33220,2075,NA,-2075,NA,280413,283633,15997,45989,1241439,257,3.11,384014,92239,0,1248239,1353727,503562,0,247.17,-4534,0,16.36,0,0,"F","單一家族主導"
"2752","M2328",2010,"8093 保銳","OTC","電子零組件","電源供應器","M23D3","電子零組件","M23D",20940,9834,NA,-9834,NA,-4436,-2464,23750,165024,917491,518,1,271699,102959,0,937990,907400,167138,15042,191.86,0,0,22.38,0,76,"M","專業經理人治理"
"2753","M2328",2010,"8103 瀚荃","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",73480,48329,NA,-48329,NA,394296,401191,17857,138103,2155877,2416,1.89,618412,66820,0,2179949,2392277,832677,5692,265.04,0,0,32,88,1,"M","專業經理人治理"
"2754","M2328",2010,"8109 博大","OTC","電子零組件","電源供應器","M23D3","電子零組件","M23D",40474,20435,NA,-20435,NA,225154,225234,36543,27531,742631,455,2.81,236834,60679,0,743334,1034159,227825,20018,288.24,0,0,11.87,31,3,"F","單一家族主導"
"2755","M2328",2010,"8121 越峰","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",182650,8431,NA,-8431,NA,1091791,1149246,120204,124148,3619605,2972,4.42,3162240,82657,0,3625320,6329540,3092636,195045,96.78,0,0,73.84,12,17,"F","單一家族主導"
"2756","M2328",2010,"8182 加高","OTC","電子零組件","石英元件","M23D6","電子零組件","M23D",52309,39269,NA,-39269,NA,242515,277096,51632,172311,5420252,1435,1.1,1981554,129643,0,5438468,4803614,2286509,17210,117.06,0,0,57.81,77,13,"M","專業經理人治理"
"2757","M2328",2010,"8213 志超","TSE","電子零組件","PCB","M23B2D","主機板","M23B",241301,180621,NA,-180621,NA,1126907,1222281,21104,628136,15189551,4421,1.3,6723293,299930,70943,15538378,19195969,11416727,479074,119.42,0,11737,30.76,83,0,"M","專業經理人治理"
"2758","M2328",2010,"8249 菱光","TSE","電子零組件","掃瞄器","M23C2","光電/ IO","M23C",12271,20508,NA,-20508,NA,269519,273764,132456,82070,5877426,2306,1.23,1258653,0,0,5904173,4604733,1596959,57140,161.23,0,0,23.52,100,0,"A","共治型態"
"2759","M2328",2010,"8287 英格爾","OTC","電子零組件","電源供應器","M23D3","電子零組件","M23D",91606,28352,NA,-28352,NA,357482,361880,43567,155810,11032532,1541,6.3,223006,59036,0,11032694,3197559,1181756,4158,244.48,0,0,16.27,99,0,"M","專業經理人治理"
"2760","M2328",2010,"8289 泰藝","OTC","電子零組件","石英元件","M23D6","電子零組件","M23D",30885,14211,NA,-14211,NA,184363,196263,45237,61060,2447357,1608,1.13,870220,23293,0,2465439,2676054,1152480,36384,126.57,0,0,29.85,80,9,"F","單一家族主導"
"2761","M2328",2010,"8291 尚茂","OTC","電子零組件","銅箔基板","M23B3A","主機板","M23B",17088,844,NA,-844,NA,80236,83590,7312,35875,1435179,161,0.83,362057,119282,0,1448961,1084277,353051,78,204.68,0,0,74.05,12,0,"F","單一家族主導"
"2762","M2328",2010,"8358 金居","OTC","電子零組件","PCB上-其他","M23B3X","主機板","M23B",2286,1110,NA,-1110,NA,492114,527044,39555,103136,5790944,299,1.98,3131489,478752,0,5836314,5405185,2604166,0,121.77,0,0,39.27,0,1,"M","專業經理人治理"
"2763","M2328",2009,"1333 恩得利","OTC","電子零組件","連接器","M23D2","電子零組件","M23D",22226,10300,NA,-10300,NA,-76994,-62096,40729,87861,1368077,1292,3.09,124948,0,0,1372034,1200493,470764,3882,131.8,0,0,26.02,22,12,"F","單一家族主導"
"2764","M2328",2009,"1336 台翰","OTC","電子零組件","機殼","M23D4","電子零組件","M23D",-28632,35162,NA,-35162,NA,-116087,-103321,11218,39854,1344639,2353,0.8,1057962,73966,0,1354067,2342094,650978,81094,169.5,0,0,34.03,99,0,"M","專業經理人治理"
"2765","M2328",2009,"1471 首利","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",25543,6406,NA,-6406,NA,218145,231788,16409,106065,8540777,4059,2.59,1508731,21687,0,8582651,4830025,2207715,56427,120.41,0,0,24.17,80,0,"F","單一家族主導"
"2766","M2328",2009,"1582 信錦","TSE","電子零組件","機殼","M23D4","電子零組件","M23D",257388,180699,NA,-180699,NA,1034667,1039022,55942,123918,5939918,3597,2.99,523510,65187,0,6011419,6070780,2239042,381211,251.68,0,0,15.17,42,16,"F","單一家族主導"
"2767","M2328",2009,"1815 富喬","OTC","電子零組件","玻纖紗. 布","M23B3B","主機板","M23B",6802,173,NA,-173,NA,-269485,-156883,12681,125440,2033918,714,1.63,8626796,483214,0,2057546,10634234,7838513,1787,47.87,0,2240,63.24,0,0,"F","單一家族主導"
"2768","M2328",2009,"2059 川湖","TSE","電子零組件","金屬製品","M20B","金屬製品","M20B",163819,181748,NA,-181748,NA,812261,838774,86158,169559,2174573,630,4.69,1617565,90869,137723,2221030,5198753,1967879,1827,218.69,0,0,46.4,1,4,"F","單一家族主導"
"2769","M2328",2009,"2308 台達電","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",470331,1086986,NA,-1086986,NA,13538366,13651537,6742736,4178403,125510815,58000,2.98,20267981,1643868,471818,126539438,133913067,58068115,1084286,182.27,-728112,0,78.94,92,6,"F","單一家族主導"
"2770","M2328",2009,"2313 華通","TSE","電子零組件","PCB","M23B2D","主機板","M23B",-185838,12888,NA,-12888,NA,-980535,-726816,155903,760319,18771840,11720,0.91,14012433,725278,0,19273681,32244428,17062464,161294,138.32,-5432,0,6.05,53,5,"F","單一家族主導"
"2771","M2328",2009,"2316 楠梓電","TSE","電子零組件","PCB","M23B2D","主機板","M23B",20601,24423,NA,-24423,NA,370467,406573,81529,160772,6088220,2870,0.94,1932520,0,0,6118061,9097195,3513405,28424,158.26,-391940,0,10.97,31,3,"F","單一家族主導"
"2772","M2328",2009,"2327 國巨","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",161850,149740,NA,-149740,NA,846271,1208556,376133,1258196,19129919,9313,0.86,16594754,750590,0,19793632,48881733,18918330,2919967,169.43,0,451884,44.16,25,70,"F","單一家族主導"
"2773","M2328",2009,"2328 廣宇","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",4787,64820,NA,-64820,NA,758479,800301,34621,201099,14199104,6114,1.96,1049069,34526,0,14465974,20213428,5795127,47127,177.66,-97592,0,43.54,30,88,"F","單一家族主導"
"2774","M2328",2009,"2355 敬鵬","TSE","電子零組件","PCB","M23B2D","主機板","M23B",209318,126347,NA,-126347,NA,1184873,1257592,100451,576122,12339020,5128,1.14,6891061,417562,0,12474300,16633527,6532877,1737,132.58,-7560,0,18.39,14,1,"M","專業經理人治理"
"2775","M2328",2009,"2367 燿華","TSE","電子零組件","PCB","M23B2D","主機板","M23B",49359,81838,NA,-81838,NA,-238149,39862,NA,NA,10809342,4685,0.85,7996077,459354,0,11017048,15236146,7917673,0,79.24,0,57762,28.88,21,0,"F","單一家族主導"
"2776","M2328",2009,"2368 金像電","TSE","電子零組件","PCB","M23B2D","主機板","M23B",-102972,53041,NA,-53041,NA,-260653,-97864,227312,721705,14277599,6959,0.86,10634129,704414,0,14989054,20187676,11026742,121869,104.97,0,0,16.81,52,3,"F","單一家族主導"
"2777","M2328",2009,"2375 智寶","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",142186,3859,NA,-3859,NA,-1403520,-1362571,19917,108492,2345408,2425,0.83,1308946,0,0,2376042,3699096,1450695,52375,103.15,0,0,25.73,98,1,"F","單一家族主導"
"2778","M2328",2009,"2383 台光電","TSE","電子零組件","銅箔基板","M23B3A","主機板","M23B",119798,71027,NA,-71027,NA,907862,986839,35987,526048,9885533,1384,1.53,3544601,371283,0,10002769,10186407,5912262,81295,102.2,0,0,17.01,1,4,"M","專業經理人治理"
"2779","M2328",2009,"2385 群光","TSE","電子零組件","PC週邊","M23C3","光電/ IO","M23C",867731,400770,NA,-400770,NA,4155123,4343958,1140286,2495112,53947908,560,3.51,8089207,1513879,53526,54687673,33185440,20112772,208549,96.6,-33484,0,56.65,86,8,"F","單一家族主導"
"2780","M2328",2009,"2392 正崴","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",464671,318001,NA,-318001,NA,1796125,2052812,956261,511935,42233155,39661,1.79,14861368,160321,0,42679024,38577579,19578234,602880,86.59,-108115,0,36.91,84,38,"M","專業經理人治理"
"2781","M2328",2009,"2402 毅嘉","TSE","電子零組件","軟板","M23B2C","主機板","M23B",52005,80736,NA,-80736,NA,257119,298766,73633,172166,7732218,7840,1.21,4622265,516224,0,7857224,9824514,3646131,191482,120.56,0,0,22.95,87,0,"F","單一家族主導"
"2782","M2328",2009,"2413 環科","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",7943,9960,NA,-9960,NA,-75629,-35540,198430,136096,3295340,3491,1.1,1290326,148931,0,3345695,4235004,2212297,124348,79.85,-1053,0,7.79,0,2,"F","單一家族主導"
"2783","M2328",2009,"2415 錩新","TSE","電子零組件","音響設備","M23U2","消費性電子","M23U",999,1350,NA,-1350,NA,-84527,-40000,37044,281795,1481319,1645,0.75,1748377,373403,0,1487652,4234928,2625888,346771,127.41,0,0,18.62,99,0,"F","單一家族主導"
"2784","M2328",2009,"2420 新巨","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",83048,40300,NA,-40300,NA,249861,257945,120579,159180,2748031,1370,1.9,787651,284762,0,2762552,3273505,1162500,32854,179.39,0,0,6.81,37,24,"A","共治型態"
"2785","M2328",2009,"2421 建準","TSE","電子零組件","散熱零組件","M23D9B","電子零組件","M23D",91380,86760,NA,-86760,NA,383101,403820,379292,306164,6567520,6810,2.03,1931217,396907,0,6623238,6153005,2495508,41958,139.37,0,6335,18.75,NA,0,"F","單一家族主導"
"2786","M2328",2009,"2428 興勤","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",137846,57801,NA,-57801,NA,606888,620300,61703,102938,3169349,2130,2.71,1195099,192860,0,3188512,3961006,1040052,41265,255.52,0,0,46.56,82,9,"F","單一家族主導"
"2787","M2328",2009,"2429 銘旺科","TSE","電子零組件","PCB","M23B2D","主機板","M23B",0,0,NA,0,NA,5423,24023,15,59147,828985,331,1.46,295977,9101,103819,850263,859785,778784,0,31.12,0,0,67.41,0,0,"A","共治型態"
"2788","M2328",2009,"2431 聯昌","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",30361,42042,NA,-42042,NA,232852,233635,47916,95531,3351927,1165,1.55,252099,6270,0,3384074,2559066,980711,8853,144.51,0,1075,36.29,95,2,"A","共治型態"
"2789","M2328",2009,"2437 旺詮","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",86282,51202,NA,-51202,NA,382269,382342,14863,86032,1743834,935,1.37,582971,10721,0,1745567,3036059,582629,48037,441.7,0,0,46.36,86,9,"F","單一家族主導"
"2790","M2328",2009,"2440 太空梭","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",7825,7825,NA,-7825,NA,119842,134072,3703,33360,2067830,1947,1.2,674773,97275,0,2091487,2603330,973576,8782,132.22,0,0,16.43,0,0,"F","單一家族主導"
"2791","M2328",2009,"2443 新利虹","TSE","電子零組件","監視器","M23C1","光電/ IO","M23C",62261,60928,NA,-60928,NA,125876,167558,127484,112587,4645505,3168,0.71,3132949,382749,0,4663972,5720475,1633276,90354,123.77,0,0,13.12,9,8,"A","共治型態"
"2792","M2328",2009,"2456 奇力新","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",26732,28806,NA,-28806,NA,140300,169397,66349,116262,2060652,1513,1.65,1536352,26820,0,2099408,3392986,1191472,19720,208.24,0,0,30.42,54,32,"F","單一家族主導"
"2793","M2328",2009,"2457 飛宏","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",286218,248239,NA,-248239,NA,1452719,1459693,339768,891110,12632492,8645,1.69,2863548,173980,0,12650714,10933961,4144929,121320,127.05,-4881,0,13.27,15,42,"F","單一家族主導"
"2794","M2328",2009,"2460 建通","TSE","電子零組件","沖壓零組件","M23D9A","電子零組件","M23D",64556,41142,NA,-41142,NA,457575,485403,20798,128946,3072537,1555,1.64,1516100,94661,36456,3073321,4724165,1866900,47134,188.96,0,0,53.13,27,81,"F","單一家族主導"
"2795","M2328",2009,"2462 良得電","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",92737,54847,NA,-54847,NA,466670,472399,20738,87660,3764810,4120,2.93,374273,61770,0,3800585,2926986,1471283,22035,138.58,0,320,7.32,99,6,"F","單一家族主導"
"2796","M2328",2009,"2467 志聖","TSE","電子零組件","電機設備","M23H2","電子設備","M23H",927,21402,NA,-21402,NA,126612,139353,176336,231996,1965504,878,1.32,456476,177411,42941,1987690,3630660,1369111,133800,199.65,-468,3599,16.75,15,1,"F","單一家族主導"
"2797","M2328",2009,"2472 立隆電","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",66376,48654,NA,-48654,NA,-48185,-19234,37913,185672,3953333,2685,0.86,1904174,257136,0,3991748,4934710,2042987,56958,101.45,0,13338,5.35,90,1,"F","單一家族主導"
"2798","M2328",2009,"2476 鉅祥","TSE","電子零組件","沖壓零組件","M23D9A","電子零組件","M23D",74437,147671,NA,-147671,NA,484583,484888,48780,147722,3484335,2700,1.45,1545890,125190,0,3533891,5868437,1043135,109805,516.89,-4680,0,16.95,37,4,"F","單一家族主導"
"2799","M2328",2009,"2478 大毅","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",50144,52749,NA,-52749,NA,364347,369730,38314,136360,3000553,1951,2.37,2028390,189375,0,3038428,5008037,1065296,56759,210.4,0,0,41.45,31,78,"M","專業經理人治理"
"2800","M2328",2009,"2483 百容","TSE","電子零組件","沖壓零組件","M23D9A","電子零組件","M23D",11608,7813,NA,-7813,NA,39967,42412,58239,84358,1478197,1627,0.9,939696,171058,0,1509875,2801429,534330,46459,203.71,-5372,0,20.9,17,5,"F","單一家族主導"
"2801","M2328",2009,"2484 希華","TSE","電子零組件","石英元件","M23D6","電子零組件","M23D",-42330,7837,NA,-7837,NA,-350468,-314288,62236,136487,1864180,950,0.85,2204062,460883,0,1884886,4085748,1381098,20147,146.11,-2263,0,7.23,74,15,"F","單一家族主導"
"2802","M2328",2009,"2492 華新科","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",143579,216623,NA,-216623,NA,1271937,1578676,563895,1267530,34375103,20823,0.5,21866896,507923,121615,34375103,49978459,22892333,477294,125.25,0,2518,46.37,53,52,"F","單一家族主導"
"2803","M2328",2009,"2493 揚博","TSE","電子零組件","電機設備","M23H2","電子設備","M23H",-6074,9168,NA,-9168,NA,-46959,-45243,26390,100935,975915,240,1.23,514846,348041,10182,978661,2435727,384232,0,337.42,0,45,24.58,0,16,"F","單一家族主導"
"2804","M2328",2009,"3003 健和興","TSE","電子零組件","汽車組件","M15D","汽車組件","M15D",47775,42087,NA,-42087,NA,210968,215421,101973,91383,1577123,643,1.61,994152,197879,0,1582808,2813205,622916,22225,212.83,-6431,0,18.23,2,3,"F","單一家族主導"
"2805","M2328",2009,"3011 今皓","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",-19568,12869,NA,-12869,NA,-54734,-54734,54510,52655,1628717,3582,1.03,829882,152578,0,1645068,2105003,520216,36442,188.75,0,0,3.27,0,41,"M","專業經理人治理"
"2806","M2328",2009,"3015 全漢","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",346725,242046,NA,-242046,NA,1266241,1271153,355232,801481,15827697,9914,1.67,1416124,94901,0,16031211,11857686,6398826,294833,126.19,-1046,0,17.61,0,11,"F","單一家族主導"
"2807","M2328",2009,"3021 鴻名","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",15115,15202,NA,-15202,NA,17578,19659,1,121821,760728,770,1.76,318824,117148,0,760998,1260305,400865,9139,226.31,0,0,24.28,0,0,"F","單一家族主導"
"2808","M2328",2009,"3023 信邦","TSE","電子零組件","連接器","M23D2","電子零組件","M23D",115602,98323,NA,-98323,NA,262655,306644,136373,338458,5270417,4140,1.35,1267865,114547,0,5284003,6400472,3212092,32230,141.18,-60663,0,17.01,40,5,"M","專業經理人治理"
"2809","M2328",2009,"3026 禾伸堂","TSE","電子零組件","被動元件","M23D5","電子零組件","M23D",256489,134364,NA,-134364,NA,1177526,1193809,99800,982776,13223071,1157,1.53,2506074,460179,0,13343996,13009293,4240500,606107,201.42,0,5899,30.54,1,17,"A","共治型態"
"2810","M2328",2009,"3032 偉訓","TSE","電子零組件","機殼","M23D4","電子零組件","M23D",36434,40952,NA,-40952,NA,160482,171833,76678,248941,2291800,2434,0.99,532113,106130,0,2291800,2418007,742752,4146,182.17,0,0,40.68,97,43,"F","單一家族主導"
"2811","M2328",2009,"3037 欣興","TSE","電子零組件","PCB","M23B2D","主機板","M23B",372888,447302,NA,-447302,NA,4177831,4532932,810146,853717,43697055,18258,1.63,38905982,3010456,10162,44145155,87491582,43329362,313132,144.37,0,121633,69.39,71,2,"M","專業經理人治理"
"2812","M2328",2009,"3042 晶技","TSE","電子零組件","石英元件","M23D6","電子零組件","M23D",186212,123413,NA,-123413,NA,968435,998974,316011,350553,7727524,2115,2.87,4109812,273496,8954,7787188,9464714,3543786,25283,164.03,0,0,36.89,33,2,"A","共治型態"
"2813","M2328",2009,"3044 健鼎","TSE","電子零組件","PCB","M23B2D","主機板","M23B",534803,325040,NA,-325040,NA,3703840,3855521,139457,1622415,33423550,21245,2.88,14489806,286061,0,33913286,37310011,19558322,66909,135.37,0,0,73.94,29,22,"M","專業經理人治理"
"2814","M2328",2009,"3058 立德","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",62811,55664,NA,-55664,NA,348358,356645,213931,240540,6840975,5671,1.9,720373,0,0,6880204,4247867,2357241,798,104.68,-21,0,18.18,97,2,"F","單一家族主導"
"2815","M2328",2009,"3078 僑威","OTC","電子零組件","電源供應器","M23D3","電子零組件","M23D",88278,46574,NA,-46574,NA,408873,421975,119757,166578,4159929,4752,2.21,1377123,77269,0,4266988,4639173,1903126,115264,128.4,-56770,0,33.16,21,2,"F","單一家族主導"
"2816","M2328",2009,"3089 遠昇","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",-2560,0,NA,0,NA,-4354,-3901,4926,5506,267095,100,1.06,99537,0,0,270765,657639,96813,4729,656.03,0,0,24.08,0,99,"A","共治型態"
"2817","M2328",2009,"3090 日電貿","TSE","電子零組件","零組件代理","M23T2","資訊通路","M23T",41921,36703,NA,-36703,NA,264909,266165,0,169643,2555681,146,1.87,281712,211606,0,2561838,2428024,910378,4588,196.66,0,0,9.12,3,5,"M","專業經理人治理"
"2818","M2328",2009,"3092 鴻碩","OTC","電子零組件","連接器","M23D2","電子零組件","M23D",25476,23366,NA,-23366,NA,105792,115509,14113,68127,2362361,2500,1.63,594311,26880,0,2365707,1694246,735696,26143,99.64,0,0,32.11,8,29,"F","單一家族主導"
"2819","M2328",2009,"3114 好德","OTC","電子零組件","零組件代理","M23T2","資訊通路","M23T",-3186,1971,NA,-1971,NA,-383,-128,3779,68947,1263547,89,0.83,133975,89203,0,1276340,1103121,313586,643,234.02,0,0,18.1,1,13,"F","單一家族主導"
"2820","M2328",2009,"3115 寶島極","OTC","電子零組件","PCB上-其他","M23B3X","主機板","M23B",414,340,NA,-340,NA,-82419,-75752,0,7332,311518,261,1.59,273299,0,0,328192,684938,334291,11127,76.97,0,0,0.01,0,14,"F","單一家族主導"
"2821","M2328",2009,"3144 新揚科","OTC","電子零組件","FCCL","M23B3C","主機板","M23B",0,133,NA,-133,NA,-106720,-91119,27406,29100,517589,179,1.67,621145,0,0,527370,1445339,763234,19833,87.62,0,0,66.4,17,57,"M","專業經理人治理"
"2822","M2328",2009,"3191 和進","OTC","電子零組件","其他零組件","M23D9D","電子零組件","M23D",998,14045,NA,-14045,NA,-27829,-25369,14056,37229,920292,1267,0.98,444273,77000,0,930052,1095978,393617,27117,121.94,0,0,11.67,100,0,"A","共治型態"
"2823","M2328",2009,"3202 樺晟","OTC","電子零組件","連接器","M23D2","電子零組件","M23D",44254,7734,NA,-7734,NA,162882,195586,19171,75304,3055719,5388,1.37,935413,69581,0,3076928,3165325,1893387,67056,93.39,0,0,22.6,46,53,"F","單一家族主導"
"2824","M2328",2009,"3206 志豐","OTC","電子零組件","音響設備","M23U2","消費性電子","M23U",554,413,NA,-413,NA,23250,23302,34111,77869,1001524,1259,1.15,152203,67259,0,1005898,803485,241342,9725,222.76,0,0,27.51,92,0,"F","單一家族主導"
"2825","M2328",2009,"3207 耀勝","OTC","電子零組件","電源供應器","M23D3","電子零組件","M23D",5982,3925,NA,-3925,NA,45562,50597,5074,52135,1483739,2567,1.26,206701,0,0,1484445,999131,498001,7924,130.31,0,0,2.06,100,0,"M","專業經理人治理"
"2826","M2328",2009,"3229 晟鈦","TSE","電子零組件","PCB","M23B2D","主機板","M23B",18986,26347,NA,-26347,NA,36126,50315,0,31575,1014424,780,1.41,491358,40130,0,1028889,1296316,553714,18330,108.43,-3793,0,5.65,30,0,"M","專業經理人治理"
"2827","M2328",2009,"3236 千如","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",17183,5657,NA,-5657,NA,31381,32738,24356,50391,832691,1049,1.18,285882,3885,0,855682,871273,226627,10090,149.52,0,0,11.52,88,1,"A","共治型態"
"2828","M2328",2009,"3276 宇環","OTC","電子零組件","軟板","M23B2C","主機板","M23B",8109,35,NA,-35,NA,-70277,-62879,30706,33776,757627,332,1.2,530758,54786,0,785036,1077244,394262,0,148.01,0,0,28.96,0,0,"F","單一家族主導"
"2829","M2328",2009,"3288 點晶","OTC","電子零組件","IC設計","M23G5","半導體","M23G",7779,7966,NA,-7966,NA,8131,9627,122290,64397,690741,197,3.27,68923,0,0,695362,741580,180477,0,183.03,0,2971,7.52,1,5,"F","單一家族主導"
"2830","M2328",2009,"3294 英濟","OTC","電子零組件","機殼","M23D4","電子零組件","M23D",77413,84631,NA,-84631,NA,-82686,-20469,96656,55407,5642662,6961,1.03,1976625,161370,0,5704470,5919218,3094793,159617,94.18,0,0,49.6,53,0,"M","專業經理人治理"
"2831","M2328",2009,"3296 勝德","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",8749,41706,NA,-41706,NA,329402,339458,168763,104059,3626946,3529,1.97,515815,68980,0,3638986,2930481,810429,0,250.89,0,0,32.54,99,0,"F","單一家族主導"
"2832","M2328",2009,"3308 聯德","TSE","電子零組件","電源供應器","M23D3","電子零組件","M23D",49117,53492,NA,-53492,NA,155256,164349,67733,248114,3990417,4277,1.71,404858,10383,0,4039865,3631974,2161441,47504,140.51,0,0,38.94,100,1,"F","單一家族主導"
"2833","M2328",2009,"3310 佳穎","OTC","電子零組件","建設","M25A","建設","M25A",-10283,4,NA,-4,NA,-48798,-46635,29228,26425,550311,384,1.64,116418,0,0,563173,609659,304233,1639,112.82,0,0,23.79,14,21,"A","共治型態"
"2834","M2328",2009,"3313 斐成","OTC","電子零組件","被動元件","M23D5","電子零組件","M23D",-71609,390,NA,-390,NA,-404679,-370545,96367,166032,2260644,440,1.03,901405,69542,0,2314455,2771662,1721655,33743,68.15,0,936,42.12,52,0,"F","單一家族主導"
